oare_id,transliteration,translation
578ff6fa-deab-493a-9868-1adc34ee1349,En-um-A-šur A-lá-bu-um iš-a-al um-ma En-um-A-šur-ma a-na A-lá-hi-im-ma e-ni-ma-ma na-áš-pé-er-tum ku-nu-ki-kà IGI 3 ší-be ú-kà-lim-kà-ma tù-kà-i-ni-ma šu-nu-tí-ma ni-ip-qí-sú a-ma a-we-lu a-ni-ú-tum li-iš-me-ú a-ma ta-ab-<sí> <sà>-sá-tù-ni ku-nu-ku-ú-a 「ú」 ku-nu-ku-kà i-ki-ir ú-lá kà-i-in ša ni-kà-sí a-na-ku ú a-ta ni-sí-ú-ma ni-iz-ku-ú lá tù-na-ha-ni A-lá-bu-um En-um-A-šur e-pu-ul um-ma A-lá-bu-um-ma ta-ab-sí-sá-tum ku-nu-ku-kà ú ku-nu-ku-ú-a ba-am 3 lu ni-iṣ-ba-at-ma a-ma-lá ta-ab-sí-sá-tim ša i-na ku-nu-ki-ni kà-an-kà-ni lu ni-iz-ku ma-lá KÙ.BABBAR a-bu-ni i-li-bi-a ú i-li-bi₄-kà i-dí-ú-ma ṭup-pá-am a-b[u-n]i e-zi-bu-ma ṭup-pá-am um-me-a-nu a-bi-ni ú-kà-i-lu-ni-ma i-na IGI kà-ri-im ṣa-hi-ir GAL iš-ku-nu-šu-ma kà-ra-am a-na ra-bi₄-ṣí-im ip-qí-du-ni ba-am u₄-ma-am ma-lá KÙ.BABBAR i-na ṭup-[pí]-im lá-áp-ta-ni-ni lu nim-<guṣ>-「ra」-ma a-ma-lá dí-in A-limᵏⁱ KÙ.BABBAR lu ni-ik-nu-uk-ma a-na A-limᵏⁱ lu ni-li-ik ṭup-pá-am ša A-limᵏⁱ ú ra-bi₄-ṣa-am la nu-na-ah a-na a-wa-tim a-ni-a-tim kà-ru-um Kà-né-ešᵏⁱ i-dí-ni-a-tí-ma IGI GÍR ša A-šur ší-bu-tí-ni ni-dí-in IGI En-na-Sú-in IGI LUGAL-{d}IM IGI Ili₅-ba-ni,"Ennam-Aššur questioned Ali-ahum, and Ennam-Aššur said as follows to Ali-ahum: Now here I have shown you the missive sealed by you in front of 3 witnesses, and you have confirmed it and we have entrusted it to them. Now, may these men listen - confirm or deny our memorandum with my seal and your seal, that you and I settled accounts and settled. Do not obstruct me!"" Ali-ahum answered Ennam-Aššur, saying: ""It is the memoranda with your seal and my seal. Come on, let us seize three men and let us settle in accordance with the memoranda that are sealed with our seals. As much silver as our father set down as owed by me and by you, and concerning which our father left a tablet and our father's investors held the tablet, which they deposited before the plenary assembly of the colony, and which the colony entrusted it to an attorney - come on, even today let us agree how much silver we are booked for in that tablet, let us seal it in accordance with the verdict of the City, and let us go to the City. Let us not obstruct the tablet from the City and the attorney."" The Kanesh colony gave us for these proceedings and we gave our testimony before Aššur's dagger. Witnessed by Enna-Suen, by Šar-Adad, by Ilī-bāni."""
57949d3d-cab0-4007-b0b2-4ddcf053bcb6,10 GÍN KÙ.BABBAR ṣa-ru-pá-am iš-tí i-ku-pí-a-šur DUMU PUZUR₄.IŠTAR 10 GÍN KÙ.BABBAR ṣa-ru-pá-am iš-tí a-šur-GAL 5 GÍN KÙ.BABBAR iš-tí na-na-a,"10 shekels of refined silver is owed by Ikūn-pī-Aššur son of Puzur-Ištar. 10 shekels of refined silver is owed by Aššur-rabi. 5 shekels of silver is owed by Nanaya."
579eb28a-d4a6-4631-affb-f60cb37433b0,a-na a-lá-ḫi-im qí-bi-ma um-ma SIG₅-pí-a-šur-ma a ma-lá na-áš-pé-ra-tí-kà ša ta-dí-na-ni i-ša-ḫa-at a-ḫa-tí-kà ni-zi-iz-ma a-lam ni-im-ḫu-ur-ma i-na DUB ša a-lim{ki} ša ni-il₅-qé-ú DUMU.MÍ šál-ma-a-šur ra-bi₄-ṣa-am ta-ṣa-ba-at-ma lu KÙ.BABBAR lu ṭup-pu-ú lu ṭup-pu-um ša šál-ma-a-šur i dur₄-ḫu-mì-it ša ḫu-bu-ul en-um-a-šur ú a-lá-ḫi-im ša um-me-a-nu a-na i-li-a ip-qí-du-ni ma-lá DUB šu-a-tí ša šál-ma-a-šur ú-lá-pí-tù en-um-a-šur ú a-lá-ḫu-um KÙ.BABBAR i-ša-qú-lu-ma a-na ra-bi₄-ṣí-im i-du-nu-ma KÙ.BABBAR a-na a-lim{ki} i-lá-ak a-ma me-eḫ-ra-at DUB ša-ni-im ú i ma-aḫ-ri-a-ma a-ba-ba ra-bi₄-ṣa-am ni-iṣ-ba-da-kum ša i-na ba-ri-ku-nu i-qá-bi₄-ú um-ma šu-ut-ma KÙ.BABBAR lá-áš-qú-ul i-na ša-ḫa-at ra-bi-ṣí-im i-za-az-ma ša lá iš-qú-lu ú-ša-áš-qal ša ki-ma ku-a-tí ip-nu-ú-ni-ma um-ma šu-nu-ma a-wi-lu-um a-ḫu-kà KÙ.BABBAR a-na ig-ri ra-bi-ṣí-im šu-qú-ul a-dí-i a-wa-tum ku-a-tù-n,"To Ali-ahum from Damiq-pī-Aššur: In accordance with your missives that you gave me we assisted your sister, confronted the City assembly and according to the tablet of the City that we received, Šalim-Aššur's daughter will take an attorney, stating that both the silver, the tablets and the tablet of Šalim-Aššur that the investors entrusted to Iliya in Durhumit concerning the debt of Ennam-Aššur and Ali-ahum - in accordance with this tablet that Šalim-Aššur wrote, Ennam-Aššur and Ali-ahum must pay the silver, give it to the attorney and the silver should go to the City - now, copies of the second tablet (exist) and we have seized the attorney Ababa for you with me as witness. He among you who says as follows: I shall pay the silver, he will assist the attorney, and he shall make the one who has not paid pay. Your representatives turned to me and said: The man is your colleague. Pay silver for the hire of the attorney."" Since the matter is indeed yours I paid 0.3333 mina 5 shekels of silver on my own to your representatives and the attorney. My dear brother, send to me personally 0.5 mina of silver with the first express caravan. Since my goods have left hahhum, the Narrow Track <gap>"""
57a1fd09-094e-4912-be18-b3c1d5247640,15 ma-na KÙ.BABBAR ni-is-ḫa-sú DIRI ša-du-a-sú ša-bu ku-nu-ki-a a-na {d}IŠKUR-pì-lá-aḫ DUMU a-ni-nim áp-qí-id IGI šu-IŠTAR DUMU šu-ki-tim IGI a-šur-ma-lik DUMU ša-ba-ḫa-nim,"15 shekels of silver its excise added, his transport fee paid, under my seal I entrusted to Adad-pilah, son of Anīnum. In the presence of Šukutum (and) of Aššur-mālik, son of Šabahānum."
57fc1376-57c4-4576-ba0d-6a2b59dceef9,KIŠIB a-la-bi-im DUMU sú-li-a KIŠIB ki-li-a DUMU en-na-nim ṭup-pu-um ša IGI GÍR ša {d}a-šùr a-na a-wa-tim a-ni-a-tim kà-ru-um dur₄-ḫu-mì-it i-dí-ni-a-tí-ma ší-bu-tí-ni ni-dí-in,"Seal of Ali-abum son of Ṣuliya, seal of Kiliya son of Ennānum. Tablet from before Aššur's dagger. The Durhumit colony gave us for these proceedings and we gave our testimony."
57fda3a3-0ace-4be6-aa82-6c2d13cb4a4d,<gap> ma-na URUDU SIG₅ a-bu-um-DINGIR 4 ma-na URUDU SIG₅ {d}UTU-ba-ni 2 ma-na URUDU SIG₅ DUMU i-ku-nim 2 GÍN KÙ.BABBAR i-dí-a-bu-um DUMU <gap> 2 GÍN KÙ.BABBAR <gap> DUMU <gap> 2 GÍN KÙ.BABBAR <gap> DUMU kà-bi₄-a <gap> KÙ.BABBAR PUZUR₄-a-šur <gap>-nu-ma 2 GÍN KÙ.BABBAR i-šar-be-lí ša É en-um-a-šur a ni-qí-a i-dí-nu-nim,<gap> minas of good copper: Abum-ilī; 4 minas of good copper: Šamaš-bāni; 2 minas of good copper: Ikūnum's son; 2 shekels of silver: Iddin-abum son of <gap>; 2 shekels of silver: <gap> son of <gap> 2 shekels of silver: <gap> son of Kabiya; <gap> silver: Puzur-Aššur <gap> ; 2 shekels of silver: Išar-bēlī of the house of Ennam-Aššur; they gave it to me for my sacrifices.
5829e45c-8d33-414b-8794-ebe0c1d30933,a-na e-la-ma qí-bi-ma um-ma PUZUR₄-a-na-ma a-la-nu-kà a-ba-am ú bé-la-am ú-la i-šu a-ša iš-tí-kà la uš-ta-me-ru li-ba-kà la tù-lá-ma-an ú-lá a-na ší-a-ma-tim a-la-ak a té-er-tí É a-bi₄-ni a-la-ak um-ma a-na-ku-ma i-kà-lá-a-ni-ma bi₄-il₅-tám ú-ša-ša-a-ni a-ki-am la uš-ta-mi-er iš-tí-kà iš-tí lu-qú-tí-kà pá-ni-e-ma a-<gap>-re-a-am,"Say to Elamma, thus Puzur-Anna: I have no father and lord but you! Don't be angry because I did not turn up with you. I cannot travel to make purchases (for you), I must travel for an order of our paternal house. I thought: 'He might detain me and force me to carry a load (for him)' (and) for that reason I did not turn up with you. But with your next lot of merchandise I will <gap>"""""
582baec5-d31d-4395-be78-6d67a649381f,10 ma-na KÙ.BABBAR ṣa-ru-pá-am a-mur-IŠTAR DUMU da-mu-ma i-na ší-im SÍG.ḪI.A ša ú-ší-na-lam il₅-qé IGI a-šùr-i-mì-tí DUMU du-dí-ki IGI tù-ur-a-šùr DUMU ú-zu-a IGI en-na-sú-in,"Amur-Ištar son of Damuma has received 10 minas of refined silver from the proceeds of Ušinalam's wool. Witnessed by Aššur-imittī son of Dudiki, by Tūr-Aššur son of Uzuwa, by Enna-Suen. "
583bdccb-f2e5-4879-8f12-e63ade2e9fb5,KIŠIB ú-ra-a DUMU ma-na-na KIŠIB ì-lí-dan DUMU i-dí-a-šur KIŠIB ma-nu-um-ba-lúm-a-šur DUMU ib-ki-im a-na a-wa-tim a-ni-a-tim kà-ru-um kà-né-eš i-dí-ni-a-tí-ma IGI GÍR ša a-šur ší-bu-tí-ni ni-dí-in,"Sealed by Uraya son of Manana, by Ilī-dan son of Iddin-Aššur, by Mannum-balum-Aššur son of Ibkum. The Kanesh colony gave us for these proceedings and we gave our testimony before Aššur's dagger. "
5855bd56-e826-4b16-a8bc-2cb38d45aaf9,um-ma pí-lá-aḫ-IŠTAR-ma a-na en-um-a-šùr qí-bi-ma a-šu-mì KÙ.BABBAR ša DAM.GÀR ša a-na-kam a-na a-lu-la-a tù-ša-zi-za-ni a-lu-lá-a wa-ar-ki-kà-ma ḫa-ra-šu i-ta-lá-ak iš-tù 45 u₄-me KÙ.BABBAR im-qú-tá-ma i-ba-ší šu-ma sá-aḫ-ra-tí tí-ir-ta-kà li-li-kam-ma a-šar ta-ša-pá-ra-ni KÙ.BABBAR lá-áš-qú-ul ú-lá a-na ḫu-ša-ḫi-a KÙ.BABBAR lu-pá-ni KÙ.BABBAR lá kà-ṣú-ud,"From Pilah-Ištar to Ennam-Aššur: Concerning the merchant's silver for which you made me guarantee here to Alulaya, Alulaya later went on a trip after you. 45 days ago the silver arrived and is ready. If you are delayed, send word and I shall pay the silver where you write. Otherwise let me set it aside for my own needs. The silver should not be idle."
5861a2f5-9c9b-4a62-8cac-20134c1624f2,KIŠIB ša-ar-ni-ga-a-šu KIŠIB e-na-a-šur DUMU <gap> KIŠIB wa-al-ḫi-iš-na KIŠIB pé-ru-wa KIŠIB tù-wa-tù-ú-i <gap> šu-ma KÙ.BABBAR i-ša-<gap>,"Seal of Šarnigāšu, seal of Ennam-Aššur, son of <gap>, seal of Walhišna, seal of Peruwa, seal of Tuwatuwi. If they pay the silver <gap>"
58bc835e-7132-47c4-9e23-ebd468c0ac6f,um-ma PUZUR₄-a-na ù a-šur-ra-bi-ma a-na šu-be-lim qí-bi-ma ki-ma a-ta ta-ta-al-ku wa-ar-ki-kà-ma 1.3333 ma-na 3 GÍN KÙ.KI pá-šál-lam SIG₅ a ni-qí ša ta-mu-ru a-šur-ma-lik DUMU ìr-ra-a ù {d}IŠKUR-ṣú-lu-li a-ṣé-ri-kà a-na kà-ni-iš i-tab-ku 0.3333 ma-na 2 GÍN KÙ.KI a šu-mì-šu-nu i-tur₄-DINGIR tal-qé É kà-ri-im a-na ta-ú-ri-kà i-zi-zu-ma ni-im-ḫu-ur-šu-nu-ma 18 GÍN KÙ.BABBAR ša-du-a-at-kà ni-dí 8 GÍN.TA 13.5 GÍN KÙ.GI ší-im KÙ.KI 1.5 ma-na 6.5 GÍN KÙ.GI-ṣí ù ší-tí KÙ.GI-ṣí-kà 0.6666 ma-na 5.5 GÍN KÙ.GI pá-ša-lum iš-tí a-šur-ra-bi i-ba-ší a-na-kam šu-ul-mu-um i-ba-ší a-<gap>-GA šu-up-ra am-ma <gap>-a-šu a kà-ni-iš lu-bi₄-il₅ ú-ul a mì-ša-am lu-šé-bi₄-lá-kum 30 ma-na AN.NA a-na i-tur₄-DINGIR mì-ma lá tù-šé-ba-lam,"Thus Puzur-Anna and Aššur-rabi, say to Šu-Bēlum: As soon as you had gone, after your departure, the 1 mina 23 shekels of fine quality pašallum gold in the shape of rings, which you had spotted, Aššur-mālik, son of Erraya, and Adad-ṣulūlī have shipped to you, to Kanesh. In their name Itūr-ilī took 0.3333 mina 2 shekels of gold. When the colonial office took steps to make you come back, we appealed to them and deposited 18 shekels of silver, the šadduātum tax you owe. 13.5 shekels of gold at a rate of 8 shekels to 1 (yields) as price of the gold 1 mina 36.5 shekels (of silver), It is my gold and the rest of your gold, 45.5 shekels of pašallum gold, is with Aššur-rabi. Peace reigns here. Write to <gap>, that he may bring his <gap> to Kanesh or send it to you over there. By no means send 30 minas of tin to Itūr-ilī!"""""
58cc8096-5883-4058-9303-ba759e526058,a-na ta-ar-bi₄-tim ù-ku-ul-tí-im ù qú-bu-ri-im ša me-er-ú-at kà-áp-sí-a a-na AN.NA ta-ad-mì-iq-tim ša DUMU.MÍ ḫa-na-na DAM ḫa-na-na ú me-er-ú ḫa-na-na mì-ma a-na kà-áp-sí-a DAM a-lá-bi₄-im i-dí-nu-ni a-na kà-áp-sí-a ú-lá i-tù-ru ù kà-áp-sí-a DAM a-lá-bi₄-im a-na 1 ma-na 7 GÍN KÙ.BABBAR ḫu-bu-ul pì-lá-aḫ-IŠTAR DUMU a-šur-SIPA 0.3333 ma-na 2.5 GÍN KÙ.BABBAR ša nu-a-im ša ša-<gap>-a lu ḫu-bu-lim ša ḫa-ri-im-tí-im kà-áp-sí-a DAM a-lá-bi₄-im a-na ḫu-dí-da ù me-er-e ḫa-na-na ú-lá i-tù-ar e-10+5 GÍN ša na-ki-le-ed ú kà-nu šu-ma wa-at-ra-am KÙ.BABBAR ḫa-na-na iš-tí na-ki-le-ed i-le-e i li-bi₄-ša kà-áp-sí-a tí-šu IGI a-šùr-lá-ma-sí DUMU šu-ku-bi₄-im IGI en-na-nim IGI ú-ba-a IGI šu-mì-a-bi₄-a IGI a-mur-{d}UTU,"For the costs of upbringing, the food and the tomb of the daughters of Kapsiya, for the tin, the venture credit of the daughter of Hanana, Hanana's wife and sons will not raise claims against Kapsiya for anything they have given to Kapsiya, wife of Ali-abum. And Kapsiya, wife of Ali-abum, for a silver debt of 1 mina and 7 shekels owed by Pilah-Ištar, son of Assur-re'i, for 22.5 shekels of silver of the Anatolian of <gap>, and for the debt owed by Harimtum - Kapsiya, wife of Ali-abum will not raise claims against Hudida and the sons of Hanana. If, apart from the 15 shekels, which Nakile'ed has to confirm, Hanana proves to have an additional claim in silver on Nakile'ed, Kapsiya will have a claim on her (Hudida) for the (figurines of the) gods. In the presence of Aššur-lamassī, son of Su-Kubum, of Ennanum, of Ubaya, of Sumi-abiya, and of Amur-Samas."
5962bdb0-7f70-48ab-872b-d54c47393987,10 ma-na KÙ.BABBAR qá-dum ṣí-ba-tí-šu iš-tí en-na-sú-in ni-a-im il₅-qé 5 ma-na KÙ.BABBAR iš-tí a-mur-{d}UTU ša kà-tí-lá il₅-qé 6.6666 ma-na 5 GÍN KÙ.BABBAR ù ṣí-ba-tí-šu i-tù-um-li-a ša iš-tù MU.6.ŠÈ il₅-ta-qé-ú 1 ma-na KÙ.BABBAR iš-tí iš-pu-na-aḫ-šu <gap> 20 na-ru-uq <gap> i-na ša-tim <gap> ṣí-ib-tám il₅-qé 5 ma-na KÙ.BABBAR iš-tí i-ku-pí-a DUMU a-da-lá-al il₅-qé 2.3333 ma-na KÙ.BABBAR iš-tí ku-ku-a il₅-qé 5.3333 ma-na KÙ.BABBAR iš-tí ì-lí-dan ù sà-li-a <gap> il₅-qé 0.6666 ma-na 5 GÍN KÙ.BABBAR iš-tí i-tur₄-DINGIR il₅-qé 1 ma-na KÙ.BABBAR iš-tí šu-<gap> il₅-qé 3 ma-na 12 GÍN iš-tí ḫu-sà-ri i-na be-et kà-ri-im il₅-qé 3.3333 ma-na KÙ.BABBAR ša 2 ma-na KÙ.GI šál-ša-tù-šu 0.6666 ma-na KÙ.BABBAR ší-im 2 ANŠE 10 GÍN KÙ.BABBAR ší-im AN.NA 0.5 ma-na KÙ.BABBAR iš-tí DUMU a-du-du-a šu ba ba ni i-na ba-áb-tí-a il₅-qé,"10 minas of silver including its interest he received from our own Enna-Suen. 5 minas of silver he received from Amur-Šamaš from Katila. 6 2/3 minas 5 shekels of silver and its interest in Tumliya which he has recived over (the past) 6 years - 1 mina of silver he received from Išpunahšu. He received 20 sacks <gap> per year <gap> he took as interest. 5 minas of silver he received from Ikūn-pīya son of Adallal. 2 1/3 minas of silver he received from Kukuwa. 5 1/3 minas of silver he received from Ilī-dan and Salliya. 2/3 mina 5 shekels of silver he received from ltūr-ilī. 1 mina of silver he received from Šu <gap> 3 minas 12 shekels he received from Husāri in the office of the colony. 3 1/3 minas of silver was his earnings on 2 minas of gold. 2/3 mina of silver, the price of 2 donkeys, 10 shekels of silver, the price of tin, ½ mina of silver he received from Aduduwa <gap> from my outstanding claims. "
59cfa04b-a222-4c73-ae9e-9e9046d8e0d4,a-na a-lá-ḫi-im ù da-am-qá-a qí-bi-ma um-ma MAN-a-šùr-ma 0.5 ma-na KÙ.BABBAR šu-sú-in DUMU a-šùr-na-da DUMU ir-nu-id ku-nu-ki ša ki-ma i-a-tí <gap>-a KÙ.BABBAR iš-tí šu-sú-in il₅-qé <gap> ma <gap> KÙ.BABBAR iš-qú-lá-šu-nu-tí <gap> GÍN KÙ.BABBAR <gap>-ma <gap> ta li-dí-na-ku-nu-tí <gap> ma-na 1 GÍN KÙ.BABBAR a-dí-da li-dí-na-ku-nu-tí mì-ma KÙ.BABBAR a-nim a-lá-ḫu-um li-il₅-qé-e 4 ma-na AN.NA ú-ku ub-lá-kum mì-šu tí-ir-ta-kà ki-a-ma lá i-lá-kam a-na da-am-qá-a qí-bi₄-ma <gap>,"To Ali-ahum and Damqaya from Puzur-Aššur: 0.5 mina of silver (belonging to) Šu-Suen son of Aššur-nādā, (grand)son of Irnuid, <gap> has received the silver from Šu-Suen under the seal of my representative. <gap> he paid to them <gap> he should give to you. <gap> mina 1 shekel of silver Adida should give to you. Ali-ahum should receive all this silver. Uku brought you <gap> minas of tin. Why has word concerning this not come here from you? To Damqaya: <gap> "
59fbc543-c7af-45d7-91c0-145cacedbd62,6.5 GÍN KÙ.BABBAR da-a-sú ša a-lu-wa áš-qúl 9 GÍN KÙ.BABBAR na-áb-sú-in e-ma-ri <gap> i-na ḫu-ra-ma e-zi-bu-ni mì-ma a-nim ma-ma-ḫi-ir iš-qú-ul,I paid 6.5 shekels of silver Aluwa's fees; 9 shekels of silver when(?) Nab-Suen left the donkeys in hurrama - all this Man-mahir paid.
5a00715b-aad3-4c39-a0ae-0e5d919001ef,a-na {d}MAR.TU-ba-ni A-šur-i-mì-tí I-tur₄-DINGIR Ha-na I-na-ah-DINGIR ù En-um-A-šur qí-bi-ma um-ma Ša-lim-A-šur-ma a-na A-šur-i-mì-tí qí-bi-ma 40 ma-na KÙ.BABBAR ṣa-ru-pá-am ni-is-ba-sú DIRI ša-du-a-sú ša-bu-ú a-ha-ma 35 1/3 ma-na KÙ.BABBAR ša ik-ri-bi-a ni-is-ba-sú ù ša-du-a-sú ša-bu-ú mì-ma a-nim IGI Pu-šu-ki-in Hu-ra-ṣa-nim ù A-bi-a: a-dí-na-kum um-ma a-ta-ma ú a-na-ku 40 ma-na KÙ.BABBAR ú-ra-dá-ma a-ṣé-er A-bi-a ù Ì-lí-dan DUMU Šu-da-a i-šé-ep A-bi-a ú-šé-ba-al KÙ.BABBAR-áp-kà mì-ma ú-lá a-hu-ur a-ṣé-er 1 GÚ 15 1/3 ma-na KÙ.BABBAR i-a-im ú KÙ.BABBAR ku-a-im ša i-šé-ep A-bi-a i-li-ku ki-ma ša 4 2/3 ma-na KÙ.BABBAR hu-sà-ra-/am iš-ú-mu-ni-ku-um ú a-na KÙ.BABBAR-pì-ni AN.NA ú ṣú-ba-tí iš-ú-mu-nim-ma qá-dí-a-ma a-na 40 ma-na KÙ.BABBAR qá-tim ša-li-im-tim AN.NA ú ṣú-ba-tí ta-zu-úz ú i-na A-limᵏⁱ a-bi-kà ù Ì-lí-dan IGI 5 ṣa-bi-im ú-kà-i-nu-ni ú tí-ir-tí a-bi-kà i-li-kà-kum a-hi a-ta ša 4 2/3 ma-na KÙ.BABBAR ma-lá qá-ta-tum ša hu-sà-ri-im ik-šu-du-ni-a-tí-ni KÙ.BABBAR ú né-ma-al-šu a-na ša ki-ma i-a-tí dí-in a-na A-šur-i-mì-tí qí-bi-ma i-na ILLAT-at Šu-Nu-nu lu-qú-tám ša DÙG-pí-A-nim ú-šé-li-a-ni 14 TÚG ku-ta-nu-a i-ší-tù-ni-ma um-ma a-ta-ma IGI ᵈMAR.TU-ba-ni ú Šu-Nu-nu ṣú-ba-tí-kà DÙG-pí-A-šur li-dí-na-kum KÙ.BABBAR lá i-ma-li-ik KÙ.BABBAR ší-im-šu a-lá-qé ša ki-ma pu-šu ú ší-be i-Bu-ru-uš-ha-dim i-šu-šu-um,"To Amurrum-bāni, Aššur-imittī, Itūr-ilī, hana, Inah-ilī and Ennam-Aššur from Šalim-Aššur; specifically to Aššur-imittī: 40 minas of refined silver, its import duty added, its transport tariff paid, further, 35.3333 minas of silver from my votive offerings, its import duty and transport tariff paid - all this I gave to you with Pūšu-kēn, huraṣānum and Abiya as witnesses. You said: I too will add 40 minas of silver and send it to Abiya and Ilī-dan son of Šudaya with Abiya as transporter."" None of your silver is remaining. On top of the 1 talent 15.3333 minas of my silver plus your silver that went with Abiya's transport, they bought lapis corresponding to 4.6666 minas of silver for you, and for our silver they bought tin and textiles, and together with me you divided tin and textiles for a full share of 40 minas of silver. Also, in the City they confirmed your father and Ilī-dan before 5 men, and a message from your father came to you. My dear brother, give to my representatives the silver and profit on the 4.6666 minas of silver, the shares that accrued to us on the lapis lazuli. To Aššur-imittī: As to the goods you sent up with Ṭāb-pī-Anum in Šu-Nūnu's caravan, 14 kutānum textiles belonging to me remained, and you said with Amurrum-bāni and Šu-Nūnu as witnesses: ""Ṭāb-pī-Aššur should give your textiles to you."" He will not decide about the silver. I shall take the silver that is the price, for as much as I have his statement and witnesses in Burušhaddum."""
5a172055-735c-4baf-91fd-b0a571f754f2,KIŠIB a-šur-i-dí KIŠIB en-num-a-šur KIŠIB en-num-a-šur ša ḫu-bu-ul en-num-a-šur 0.6666 ma-na 5 GÍN AN.NA i-ṣé-er en-um-a-šur lu-zi i-šu iš-tù ḫa-mu-uš-tim ša i-tur₄-DINGIR ú PUZUR₄-ša-du-e a-na ITU.KAM i-ša-qal šu-ma lá iš-qú-ul 3 GÍN.TA a-na 1 ma-na-im ú-ṣa-áb ITU.KAM ku-zal-li li-mu-um {d}UTU-ba-ni,"Seal of Aššur-idī, seal of Ennam-Aššur, seal of Ennam-Aššur. Concerning Ennam-Aššur's debt. Ennam-Aššur owes 0.6666 mina 5 shekels of tin to Luzi. Reckoned from the week of Itūr-ilī and Puzur-šadu'e he must pay in one month. If he has not paid, he will add (interest) at the rate 3 shekels per mina. Month Kuzallu, eponymy Šamaš-bāni."
5a177492-70fd-4eed-a472-0bdb565c8a3b,um-ma i-dí-a-bu-um-ma a-na šu-ma-li-ba-a-šur ù en-um-a-šur qí-bi-ma 1 ma-na 2 GÍN KÙ.BABBAR li-té-e ḫi-la-tí-šu ku-nu-ki-a šu-ma-li-ba-a-šùr na-ší a-ma-kam 1 ma-na KÙ.BABBAR ṣa-ru-pá-am šu-ma-li-bi-a-šur a-ṣé-er 1 ma-na-im KÙ.BABBAR lu-ra-dí-ma 2 ma-na KÙ ku-un-kà-ma a-ṣé-er ku-lu-ma-a a-na a-li-ki pá-ni-ú-tim-ma dí-na-ma lu-ub-lu-ú ší-ta a-na wa-BI-im KÙ.BABBAR šu-uk-na a-na šu-ma-li-bi-a-šùr qí-bi-ma 1 ma-na KÙ.BABBAR i-na ra-mì-ni-kà dí-in-ma ṣí-ba-sú ša ITU.KAM-im iš-tí-in le-qé šu-ma KÙ.BABBAR a qá-tí-kà ù-la ma-qí-it É DAM.GÀR a ṣí-ib-tim le-qé-a-nim a-dí a-la-ki-a ṣí-ib-tám ša ITU.KAM iš-tí-in lá-áš-qúl a-ḫu-ú-a a-tù-nu iḫ-da-ma KÙ.BABBAR šé-bi-lá lu-mu-un li-bi-im a-ku-lu-ma-a lá a-ra-ší,"From Iddin-abum to Šumma-libbi-Aššur and Ennam-Aššur: 1 mina 2 shekels of litu-silver, with exudations, Šumma-libbi-Aššur brings under my seal. Let Šumma-libbi-Aššur add 1 mina of refined silver to the one mina of silver there, seal 2 minas of silver and give them to the first travellers so they may bring them to Kulumaya. Set silver <gap> two <gap> for <gap> To Šumma-libbi-Aššur: Give 1 mina of silver of your own and take interest for a single month. If no silver has fallen into your hands, then take some at interest from a merchant-house. I shall pay interest for a single month until I arrive. My dear brothers, take care to send the silver. Let me not have to face Kulumaya's anger."
