type,form,norm,lexeme,eBL,I_IV,A_D,Female(f),Alt_lex
PN,a-šùr-ta-ak-lá,Aššur-taklāk,Aššur-taklāku,https://www.ebl.lmu.de/dictionary?word=Aššur-taklāku,,,,
PN,a-šùr-ta-ak-lá-ak,Aššur-taklāk,Aššur-taklāku,https://www.ebl.lmu.de/dictionary?word=Aššur-taklāku,,,,
PN,a-šur-ta-ak-lá-ak-ma,Aššur-taklāk-ma,Aššur-taklāku,https://www.ebl.lmu.de/dictionary?word=Aššur-taklāku,,,,
PN,a-šùr-ta-ak-lá-ak-ma,Aššur-taklāk-ma,Aššur-taklāku,https://www.ebl.lmu.de/dictionary?word=Aššur-taklāku,,,,
PN,a-šur-ták-lá-ak-ma,Aššur-taklāk-ma,Aššur-taklāku,https://www.ebl.lmu.de/dictionary?word=Aššur-taklāku,,,,
PN,a-šùr-ták-lá-ak-ma,Aššur-taklāk-ma,Aššur-taklāku,https://www.ebl.lmu.de/dictionary?word=Aššur-taklāku,,,,
PN,a-šur-ta-ak-la-ak-ma,Aššur-taklāk-ma,Aššur-taklāku,https://www.ebl.lmu.de/dictionary?word=Aššur-taklāku,,,,
PN,a-šùr-ta-ak-lá-lu,Aššur-taklāku,Aššur-taklāku,https://www.ebl.lmu.de/dictionary?word=Aššur-taklāku,,,,
PN,a-šu-ur-ta-ak-lá-ku,Aššur-taklāku,Aššur-taklāku,https://www.ebl.lmu.de/dictionary?word=Aššur-taklāku,,,,
PN,a-šu-ur-ta-ak-lá-ku-ma,Aššur-taklāku-ma,Aššur-taklāku,https://www.ebl.lmu.de/dictionary?word=Aššur-taklāku,,,,
PN,a-šur-ta-pá-i,Aššur-tappā'ī,Aššur-tappā'ī,https://www.ebl.lmu.de/dictionary?word=Aššur-tappā'ī,,,,
PN,a-šur-tap-pá-i,Aššur-tappā'ī,Aššur-tappā'ī,https://www.ebl.lmu.de/dictionary?word=Aššur-tappā'ī,,,,
PN,a-šur-TAB.BA,Aššur-tappā'ī,Aššur-tappā'ī,https://www.ebl.lmu.de/dictionary?word=Aššur-tappā'ī,,,,
PN,a-šùr-TAB.BA,Aššur-tappā'ī,Aššur-tappā'ī,https://www.ebl.lmu.de/dictionary?word=Aššur-tappā'ī,,,,
PN,a-šùr-tap-pá-i,Aššur-tappā'ī,Aššur-tappā'ī,https://www.ebl.lmu.de/dictionary?word=Aššur-tappā'ī,,,,
PN,a-šùr-ta-pá-i,Aššur-tappā'ī,Aššur-tappā'ī,https://www.ebl.lmu.de/dictionary?word=Aššur-tappā'ī,,,,
PN,a-šùr-tap-pá-e,Aššur-tappā'ī,Aššur-tappā'ī,https://www.ebl.lmu.de/dictionary?word=Aššur-tappā'ī,,,,
PN,a-šùr-ta-a-a-ar,Aššur-tayyār,Aššur-tayyār,https://www.ebl.lmu.de/dictionary?word=Aššur-tayyār,,,,
PN,a-šùr-ta-a-ar,Aššur-tayyār,Aššur-tayyār,https://www.ebl.lmu.de/dictionary?word=Aššur-tayyār,,,,
PN,a-šur-tù-ku-ul-tí,Aššur-tukultī,Aššur-tukultī,https://www.ebl.lmu.de/dictionary?word=Aššur-tukultī,,,,
PN,a-šùr-tù-ku-ul-tí,Aššur-tukultī,Aššur-tukultī,https://www.ebl.lmu.de/dictionary?word=Aššur-tukultī,,,,
PN,a-šur-tù-ku-ul-ti,Aššur-tukultī,Aššur-tukultī,https://www.ebl.lmu.de/dictionary?word=Aššur-tukultī,,,,
PN,a-šùr-tù-ku-ul-ti,Aššur-tukultī,Aššur-tukultī,https://www.ebl.lmu.de/dictionary?word=Aššur-tukultī,,,,
PN,a-šùr-tù-kúl-tí,Aššur-tukultī,Aššur-tukultī,https://www.ebl.lmu.de/dictionary?word=Aššur-tukultī,,,,
PN,a-šur-tù-kúl-tí,Aššur-tukultī,Aššur-tukultī,https://www.ebl.lmu.de/dictionary?word=Aššur-tukultī,,,,
PN,a-šur-tù-ku-ul,Aššur-tukultī,Aššur-tukultī,https://www.ebl.lmu.de/dictionary?word=Aššur-tukultī,,,,
PN,a-šur-tù-kúl-ti,Aššur-tukultī,Aššur-tukultī,https://www.ebl.lmu.de/dictionary?word=Aššur-tukultī,,,,
PN,a-šur-tù-ku-ul-tí-ma,Aššur-tukultī-ma,Aššur-tukultī,https://www.ebl.lmu.de/dictionary?word=Aššur-tukultī,,,,
PN,a-šur-tù-ku-ul-ti-ma,Aššur-tukultī-ma,Aššur-tukultī,https://www.ebl.lmu.de/dictionary?word=Aššur-tukultī,,,,
PN,a-šùr-tù-ku-ul-tí-ma,Aššur-tukultī-ma,Aššur-tukultī,https://www.ebl.lmu.de/dictionary?word=Aššur-tukultī,,,,
PN,a-šùr-tù-ku-ul-ti-ma,Aššur-tukultī-ma,Aššur-tukultī,https://www.ebl.lmu.de/dictionary?word=Aššur-tukultī,,,,
PN,a-šùr-TÚG-qúl-tù,Aššur-tukultī,Aššur-tukultī,https://www.ebl.lmu.de/dictionary?word=Aššur-tukultī,,,,
PN,a-šur-tù-ra-am,Aššur-tūram,Aššur-tūra,https://www.ebl.lmu.de/dictionary?word=Aššur-tūra,,,,
PN,a-šùr-ur-ḫi,Aššur-urḫī,Aššur-urḫī,https://www.ebl.lmu.de/dictionary?word=Aššur-urḫī,,,,
PN,a-šur-ur-ḫi,Aššur-urḫī,Aššur-urḫī,https://www.ebl.lmu.de/dictionary?word=Aššur-urḫī,,,,
PN,a-šur-iš-ta-ki-in,Aššuriš-takin,Aššuriš-takin,https://www.ebl.lmu.de/dictionary?word=Aššuriš-takin,,,,
PN,a-šùr-iš-tí-kál,Aššuriš-tikal,Aššuriš-tikal,https://www.ebl.lmu.de/dictionary?word=Aššuriš-tikal,,,,
PN,a-šur-iš-tí-kál,Aššuriš-tikal,Aššuriš-tikal,https://www.ebl.lmu.de/dictionary?word=Aššuriš-tikal,,,,
PN,a-šur-ìš-tí-kál,Aššuriš-tikal,Aššuriš-tikal,https://www.ebl.lmu.de/dictionary?word=Aššuriš-tikal,,,,
PN,a-šùr-iš-ti-kál,Aššuriš-tikal,Aššuriš-tikal,https://www.ebl.lmu.de/dictionary?word=Aššuriš-tikal,,,,
PN,a-šùr-eš-tí-kál,Aššuriš-tikal,Aššuriš-tikal,https://www.ebl.lmu.de/dictionary?word=Aššuriš-tikal,,,,
PN,a-šùr-ìš-tí-kál,Aššuriš-tikal,Aššuriš-tikal,https://www.ebl.lmu.de/dictionary?word=Aššuriš-tikal,,,,
PN,a-šur-iš-ti-kál,Aššuriš-tikal,Aššuriš-tikal,https://www.ebl.lmu.de/dictionary?word=Aššuriš-tikal,,,,
PN,(d)a-šùr-iš-tí-kál,Aššuriš-tikal,Aššuriš-tikal,https://www.ebl.lmu.de/dictionary?word=Aššuriš-tikal,,,,
PN,(d)a-šur-iš-tí-kál,Aššuriš-tikal,Aššuriš-tikal,https://www.ebl.lmu.de/dictionary?word=Aššuriš-tikal,,,,
PN,(m)a-šur-iš-tí-kál,Aššuriš-tikal,Aššuriš-tikal,https://www.ebl.lmu.de/dictionary?word=Aššuriš-tikal,,,,
PN,a-šùr-iš-tí-kál-ma,Aššuriš-tikal-ma,Aššuriš-tikal,https://www.ebl.lmu.de/dictionary?word=Aššuriš-tikal,,,,
PN,a-šur-iš-tí-kál-ma,Aššuriš-tikal-ma,Aššuriš-tikal,https://www.ebl.lmu.de/dictionary?word=Aššuriš-tikal,,,,
PN,a-šur-iš-ta-kál,Aššuriš-tikal,Aššuriš-tikal,https://www.ebl.lmu.de/dictionary?word=Aššuriš-tikal,,,,
PN,a-šur-iš-ta-ki-il₅,Aššuriš-takil,Aššuriš-tikal,https://www.ebl.lmu.de/dictionary?word=Aššuriš-tikal,,,,
PN,a-šur-iš-ta-ki-il₅-ma,Aššuriš-takil-ma,Aššuriš-tikal,https://www.ebl.lmu.de/dictionary?word=Aššuriš-tikal,,,,
PN,a-šur-iš-ta-ki-il,Aššuriš-takil,Aššuriš-tikal,https://www.ebl.lmu.de/dictionary?word=Aššuriš-tikal,,,,
PN,a-šùr-iš-ta-ki-il₅,Aššuriš-takil,Aššuriš-tikal,https://www.ebl.lmu.de/dictionary?word=Aššuriš-tikal,,,,
PN,a-šùr-iš-ti-kál-ma,Aššuriš-tikal-ma,Aššuriš-tikal,https://www.ebl.lmu.de/dictionary?word=Aššuriš-tikal,,,,
PN,a-šur-eš-tí-kál,Aššuriš-tikal,Aššuriš-tikal,https://www.ebl.lmu.de/dictionary?word=Aššuriš-tikal,,,,
PN,a-šùr-ìš-tí-kál-ma,Aššuriš-tikal-ma,Aššuriš-tikal,https://www.ebl.lmu.de/dictionary?word=Aššuriš-tikal,,,,
PN,a-šùr-iš-ta-kál,Aššuriš-takil,Aššuriš-tikal,https://www.ebl.lmu.de/dictionary?word=Aššuriš-tikal,,,,
PN,a-šu-ri-tum,Aššuritum,Aššuritu,https://www.ebl.lmu.de/dictionary?word=Aššuritu,,,,
PN,a-šu-ri-tim,Aššuritim,Aššuritu,https://www.ebl.lmu.de/dictionary?word=Aššuritu,,,,
PN,a-šur-ri-ú-ma-an,Aššuriuman,Aššuriuman,https://www.ebl.lmu.de/dictionary?word=Aššuriuman,,,,
PN,a-šu-ri-ú-ma-an,Aššuriuman,Aššuriuman,https://www.ebl.lmu.de/dictionary?word=Aššuriuman,,,,
PN,(d)A-šur-ma-a-sú,Aššurma-asû,Aššurma-asû,https://www.ebl.lmu.de/dictionary?word=Aššurma-asû,,,,
word,a-sú-ri-ma,asurrema,assurre,https://www.ebl.lmu.de/dictionary?word=assurre,,,,
word,a-sú-ri,asurre,assurre,https://www.ebl.lmu.de/dictionary?word=assurre,,,,
word,a-sú-re-e,asurre,assurre,https://www.ebl.lmu.de/dictionary?word=assurre,,,,
word,a-sú-re,asurre,assurre,https://www.ebl.lmu.de/dictionary?word=assurre,,,,
word,a-šu-tum,aššutum,aššutu,https://www.ebl.lmu.de/dictionary?word=aššutu,,,,
word,DAM.MÍ,aššutum,aššutu,https://www.ebl.lmu.de/dictionary?word=aššutu,,,,
word,a-ší-tí-šu,aššitīšu,aššutu,https://www.ebl.lmu.de/dictionary?word=aššutu,,,,
word,a-ša-tám,aššatam,aššutu,https://www.ebl.lmu.de/dictionary?word=aššutu,,,,
word,DAM.MÍ,aššatam,aššutu,https://www.ebl.lmu.de/dictionary?word=aššutu,,,,
word,a-ša-sú,aššassu,aššutu,https://www.ebl.lmu.de/dictionary?word=aššutu,,,,
word,DAM-sú,aššassu,aššutu,https://www.ebl.lmu.de/dictionary?word=aššutu,,,,
word,a-ša-at-kà,aššatka,aššutu,https://www.ebl.lmu.de/dictionary?word=aššutu,,,,
word,a-ší-tí,aššitī,aššutu,https://www.ebl.lmu.de/dictionary?word=aššutu,,,,
word,DAM,aššat,aššutu,https://www.ebl.lmu.de/dictionary?word=aššutu,,,,
word,a-ša-at,aššat,aššutu,https://www.ebl.lmu.de/dictionary?word=aššutu,,,,
word,DAM-at,aššat,aššutu,https://www.ebl.lmu.de/dictionary?word=aššutu,,,,
word,DAM.MÍ,aššat,aššutu,https://www.ebl.lmu.de/dictionary?word=aššutu,,,,
word,a-ší-tí-a,aššitīa,aššutu,https://www.ebl.lmu.de/dictionary?word=aššutu,,,,
word,a-ší-tí-kà,aššitīka,aššutu,https://www.ebl.lmu.de/dictionary?word=aššutu,,,,
word,a-ší-tí-kà-ma,aššitīkama,aššutu,https://www.ebl.lmu.de/dictionary?word=aššutu,,,,
word,a-ší-tí-i,aššitī,aššutu,https://www.ebl.lmu.de/dictionary?word=aššutu,,,,
word,ta-am,aššat,aššutu,https://www.ebl.lmu.de/dictionary?word=aššutu,,,,
word,a-ši-tí-šu,aššitīšu,aššutu,https://www.ebl.lmu.de/dictionary?word=aššutu,,,,
word,a-ší-tì-šu,aššitīšu,aššutu,https://www.ebl.lmu.de/dictionary?word=aššutu,,,,
word,a-ša-tam,aššatam,aššutu,https://www.ebl.lmu.de/dictionary?word=aššutu,,,,
word,a-ší-ti-a,aššitīa,aššutu,https://www.ebl.lmu.de/dictionary?word=aššutu,,,,
word,a-ša-sú-ú,aššassu,aššutu,https://www.ebl.lmu.de/dictionary?word=aššutu,,,,
word,a-ší-tí-ka,aššitīka,aššutu,https://www.ebl.lmu.de/dictionary?word=aššutu,,,,
word,DAM-kà,aššatka,aššutu,https://www.ebl.lmu.de/dictionary?word=aššutu,,,,
PN,a-šu-wa-an-zi,Aššuwanzi,Aššuwanzi,https://www.ebl.lmu.de/dictionary?word=Aššuwanzi,,,,
PN,áš-ta-aḫ-šu-šar,Aštaḫšušar,Aštaḫšušar,https://www.ebl.lmu.de/dictionary?word=Aštaḫšušar,,,,
PN,a-áš-ta-al-ki-a-an,Aštalkian,Aštalkian,https://www.ebl.lmu.de/dictionary?word=Aštalkian,,,,
word,áš-tí-pì-ru-um,aštipirum,aštipiru,https://www.ebl.lmu.de/dictionary?word=aštipiru,,,,
PN,a-šu,Ašu,Ašu,https://www.ebl.lmu.de/dictionary?word=Ašu,,,,
PN,a-sú,Ašu,Ašu,https://www.ebl.lmu.de/dictionary?word=Ašu,,,,
PN,a-áš-ú,Ašu,Ašu,https://www.ebl.lmu.de/dictionary?word=Ašu,,,,
PN,aš-šu,Ašu,Ašu,https://www.ebl.lmu.de/dictionary?word=Ašu,,,,
PN,wa-ṣú,Ašu,Ašu,https://www.ebl.lmu.de/dictionary?word=Ašu,,,,
PN,a-šu=(d)IŠKUR,Ašu-Adad,Ašu-Adad,https://www.ebl.lmu.de/dictionary?word=Ašu-Adad,,,,
PN,a-šu-IŠTAR,Ašu-Ištar,Ašu-Ištar,https://www.ebl.lmu.de/dictionary?word=Ašu-Ištar,,,,
PN,a-šu-ú-ma-an,Ašu'uman,Ašu'uman,https://www.ebl.lmu.de/dictionary?word=Ašu'uman,,,,
PN,a-šu-a,Ašua,Ašua,https://www.ebl.lmu.de/dictionary?word=Ašua,,,,
PN,a-šu-a-a,Ašua,Ašua,https://www.ebl.lmu.de/dictionary?word=Ašua,,,,
PN,a-šu-at,Ašuad,Ašuad,https://www.ebl.lmu.de/dictionary?word=Ašuad,,,,
PN,a-šu-a-at,Ašuad,Ašuad,https://www.ebl.lmu.de/dictionary?word=Ašuad,,,,
PN,a-šu-wa-at,Ašuad,Ašuad,https://www.ebl.lmu.de/dictionary?word=Ašuad,,,,
PN,a-šu-a-aḫ-šu,Ašuaḫšu,Ašuaḫšu,https://www.ebl.lmu.de/dictionary?word=Ašuaḫšu,,,,
PN,a-sú-aḫ-šu,Ašuaḫšu,Ašuaḫšu,https://www.ebl.lmu.de/dictionary?word=Ašuaḫšu,,,,
PN,a-šu-al-ka,Ašualka,Ašualka,https://www.ebl.lmu.de/dictionary?word=Ašualka,,,,
PN,a-su-an,Asuan,Asuan,https://www.ebl.lmu.de/dictionary?word=Asuan,,,,
PN,a-šu-u-a-an,Asuan,Asuan,https://www.ebl.lmu.de/dictionary?word=Asuan,,,,
PN,a-šu-a-šu,Ašuaššu,Ašuaššu,https://www.ebl.lmu.de/dictionary?word=Ašuaššu,,,,
PN,a-šu-u-áš-šu,Ašuaššu,Ašuaššu,https://www.ebl.lmu.de/dictionary?word=Ašuaššu,,,,
PN,a-sú-ba-lá,Asubala,Asubala,https://www.ebl.lmu.de/dictionary?word=Asubala,,,,
PN,a-sú-pá-lá,Asubala,Asubala,https://www.ebl.lmu.de/dictionary?word=Asubala,,,,
PN,a-šu-uk-ra-an,Ašukran,Ašukran,https://www.ebl.lmu.de/dictionary?word=Ašukran,,,,
PN,a-šu-uk-ra,Ašukran,Ašukran,https://www.ebl.lmu.de/dictionary?word=Ašukran,,,,
PN,a-šu-uk-ru-ra-an,Ašukran,Ašukran,https://www.ebl.lmu.de/dictionary?word=Ašukran,,,,
PN,a-šu-uq-ra,Ašukran,Ašukran,https://www.ebl.lmu.de/dictionary?word=Ašukran,,,,
PN,a-šu-uk-ra-am,Ašukram,Ašukran,https://www.ebl.lmu.de/dictionary?word=Ašukran,,,,
PN,a-šu-uq-ra-am,Ašukram,Ašukran,https://www.ebl.lmu.de/dictionary?word=Ašukran,,,,
PN,a-šu-la,Ašula,Ašula,https://www.ebl.lmu.de/dictionary?word=Ašula,,,,
PN,a-sú-ul-kà,Asulka,Asulka,https://www.ebl.lmu.de/dictionary?word=Asulka,,,,
word,a-sú-um,āsum,āsum,https://www.ebl.lmu.de/dictionary?word=āsum,,,,ašu
word,a-šu-um,āsum,āsum,https://www.ebl.lmu.de/dictionary?word=āsum,,,,ašu
word,a-sà-am,āsam,āsum,https://www.ebl.lmu.de/dictionary?word=āsum,,,,ašu
word,a-sá-am,āsam,āsum,https://www.ebl.lmu.de/dictionary?word=āsum,,,,ašu
word,a-za-am,āsam,āsum,https://www.ebl.lmu.de/dictionary?word=āsum,,,,ašu
word,a-šum,āsum,āsum,https://www.ebl.lmu.de/dictionary?word=āsum,,,,ašu
word,aš-šu-um,āsum,āsum,https://www.ebl.lmu.de/dictionary?word=āsum,,,,ašu
word,áš-šu-um,āsum,āsum,https://www.ebl.lmu.de/dictionary?word=āsum,,,,ašu
PN,a-šu-an,Ašuwan,Ašuwan,https://www.ebl.lmu.de/dictionary?word=Ašuwan,,,,
PN,a-šu-wa-an,Ašuwan,Ašuwan,https://www.ebl.lmu.de/dictionary?word=Ašuwan,,,,
PN,a-šu-a-an,Ašuwan,Ašuwan,https://www.ebl.lmu.de/dictionary?word=Ašuwan,,,,
PN,a-zu-an,Ašuwan,Ašuwan,https://www.ebl.lmu.de/dictionary?word=Ašuwan,,,,
PN,a-šu-we-el-kà,Ašuwelka,Ašuwelka,https://www.ebl.lmu.de/dictionary?word=Ašuwelka,,,,
PN,a-ta-pì-la,Atabila,Atabila,https://www.ebl.lmu.de/dictionary?word=Atabila,,,,
PN,a-ta-pì-lá,Atabila,Atabila,https://www.ebl.lmu.de/dictionary?word=Atabila,,,,
PN,a-ta-bi-lá,Atabila,Atabila,https://www.ebl.lmu.de/dictionary?word=Atabila,,,,
PN,a-ta-a-ḫi,Ataḫi,Ataḫi,https://www.ebl.lmu.de/dictionary?word=Ataḫi,,,,
PN,a-ta-ḫa-ší-li,Adaḫašili,Ataḫšaili,https://www.ebl.lmu.de/dictionary?word=Ataḫšaili,,,,
PN,a-ta-ḫa-ší-li,Ataḫšili,Ataḫšaili,https://www.ebl.lmu.de/dictionary?word=Ataḫšaili,,,,
PN,a-ta-aḫ-ša-ì-lí,Ataḫšaili,Ataḫšaili,https://www.ebl.lmu.de/dictionary?word=Ataḫšaili,,,,
PN,a-ta-aḫ-šu,Ataḫšu,Ataḫšu,https://www.ebl.lmu.de/dictionary?word=Ataḫšu,,,,
PN,a-da-aḫ-ší,Ataḫšu,Ataḫšu,https://www.ebl.lmu.de/dictionary?word=Ataḫšu,,,,
PN,a-da-aḫ-šu,Ataḫšu,Ataḫšu,https://www.ebl.lmu.de/dictionary?word=Ataḫšu,,,,
PN,a-ta-aḫ-šu-ú,Ataḫšu,Ataḫšu,https://www.ebl.lmu.de/dictionary?word=Ataḫšu,,,,
PN,a-da-aḫ-ši,Adaḫši,Ataḫšu,https://www.ebl.lmu.de/dictionary?word=Ataḫšu,,,,
PN,a-tá-aḫ-šu,Ataḫšu,Ataḫšu,https://www.ebl.lmu.de/dictionary?word=Ataḫšu,,,,
PN,a-ta-a-i,Atai,Atai,https://www.ebl.lmu.de/dictionary?word=Atai,,,,
PN,at-al-ḫa-ti-e,Atal-ḫatie,Atal-ḫatie,https://www.ebl.lmu.de/dictionary?word=Atal-ḫatie,,,,
PN,a-tal-ša-ri,Atal-šarrī,Atal-šarrī,https://www.ebl.lmu.de/dictionary?word=Atal-šarrī,,,,
PN,a-tal-šar-ri,Atal-šarrī,Atal-šarrī,https://www.ebl.lmu.de/dictionary?word=Atal-šarrī,,,,
PN,a-da-lá-tù-wa-ar,Atalatuwar,Atalatuar,https://www.ebl.lmu.de/dictionary?word=Atalatuar,,,,
PN,a-ta-li,Atali,Atali,https://www.ebl.lmu.de/dictionary?word=Atali,,,,
PN,a-ta-ni,Atali,Atali,https://www.ebl.lmu.de/dictionary?word=Atali,,,,
PN,a-ta-li-a,Atalia,Atalia,https://www.ebl.lmu.de/dictionary?word=Atalia,,,,
PN,a-tal-ka,Atalka,Atalka,https://www.ebl.lmu.de/dictionary?word=Atalka,,,,
PN,a-da-lál,Atallal,Atallal,https://www.ebl.lmu.de/dictionary?word=Atallal,,,,
PN,a-da-lá-al,Atallal,Atallal,https://www.ebl.lmu.de/dictionary?word=Atallal,,,,
PN,a-da-lal,Atallal,Atallal,https://www.ebl.lmu.de/dictionary?word=Atallal,,,,
PN,a-da-la-al,Atallal,Atallal,https://www.ebl.lmu.de/dictionary?word=Atallal,,,,
PN,a-da-al-ša-at,Atalšat,Atalšat,https://www.ebl.lmu.de/dictionary?word=Atalšat,,,,
PN,a-ta-na-aḫ,Atanaḫ,Atanaḫ,https://www.ebl.lmu.de/dictionary?word=Atanaḫ,,,,
PN,a-ta-na-aḫ-ma,Atanaḫma,Atanaḫ,https://www.ebl.lmu.de/dictionary?word=Atanaḫ,,,,
PN,a-ta-na-aḫ-ì-lí,Atanaḫ-ilī,Atanaḫ-ilī,https://www.ebl.lmu.de/dictionary?word=Atanaḫ-ilī,,,,
PN,(m)a-ta-na-aḫ-ì-lí,Atanaḫ-ilī,Atanaḫ-ilī,https://www.ebl.lmu.de/dictionary?word=Atanaḫ-ilī,,,,
PN,a-ta-na-aḫ-DINGIR,Atanaḫ-ilī,Atanaḫ-ilī,https://www.ebl.lmu.de/dictionary?word=Atanaḫ-ilī,,,,
PN,a-ta-ar-kà-na-am,Atarkanam,Atarkana,https://www.ebl.lmu.de/dictionary?word=Atarkana,,,,
PN,a-da-šu-ka,Atašuka,Atašuka,https://www.ebl.lmu.de/dictionary?word=Atašuka,,,,
PN,a-da-šu-kà,Atašuka,Atašuka,https://www.ebl.lmu.de/dictionary?word=Atašuka,,,,
word,a-ta-wa-ma,atawama,atawwu,https://www.ebl.lmu.de/dictionary?word=atawwu,,,,
word,a-ta-wa-ku-ni,ātawwakkunni,atawwu,https://www.ebl.lmu.de/dictionary?word=atawwu,,,,
word,a-ta-wu-am,atawwuam,atawwu,https://www.ebl.lmu.de/dictionary?word=atawwu,,,,
word,a-ta-wa-kum,ātawwukum,atawwu,https://www.ebl.lmu.de/dictionary?word=atawwu,,,,
word,a-ta-wa-ku-um,ātawwukum,atawwu,https://www.ebl.lmu.de/dictionary?word=atawwu,,,,
word,a-ta-wu-ku-ni,ātawwukunni,atawwu,https://www.ebl.lmu.de/dictionary?word=atawwu,,,,
word,a-ta-wu-šu-um,ātawwušum,atawwu,https://www.ebl.lmu.de/dictionary?word=atawwu,,,,
word,a-ta-wu-šum,ātawwušum,atawwu,https://www.ebl.lmu.de/dictionary?word=atawwu,,,,
word,a-ta-wu-ú,ātawwu,atawwu,https://www.ebl.lmu.de/dictionary?word=atawwu,,,,
word,a-ta-wu,ātawwu,atawwu,https://www.ebl.lmu.de/dictionary?word=atawwu,,,,
word,at-wu-ú,atwu,atawwu,https://www.ebl.lmu.de/dictionary?word=atawwu,,,,
word,at-wu,atwu,atawwu,https://www.ebl.lmu.de/dictionary?word=atawwu,,,,
word,at-ú,atwu,atawwu,https://www.ebl.lmu.de/dictionary?word=atawwu,,,,
word,a-wu-a-ku-ni,āwuākuni,atawwu,https://www.ebl.lmu.de/dictionary?word=atawwu,,,,
word,a-wu-šu,awûšu,atawwu,https://www.ebl.lmu.de/dictionary?word=atawwu,,,,
word,e-ta-wu-ku-um,ētawukum,atawwu,https://www.ebl.lmu.de/dictionary?word=atawwu,,,,
word,e-ta-wu-kum,ētawukum,atawwu,https://www.ebl.lmu.de/dictionary?word=atawwu,,,,
word,e-ta-wu-ni-ku-ni,ētawūnekkunni,atawwu,https://www.ebl.lmu.de/dictionary?word=atawwu,,,,
word,e-ta-ú-ni,etawwūni,atawwu,https://www.ebl.lmu.de/dictionary?word=atawwu,,,,
word,e-wu-ú,ewû'u,atawwu,https://www.ebl.lmu.de/dictionary?word=atawwu,,,,
word,e-ta-wa,ētawwâ,atawwu,https://www.ebl.lmu.de/dictionary?word=atawwu,,,,
word,e-ta-wu,ētawwu,atawwu,https://www.ebl.lmu.de/dictionary?word=atawwu,,,,
word,e-ta-ú,ētawwu,atawwu,https://www.ebl.lmu.de/dictionary?word=atawwu,,,,
word,e-ta-wu-ú,ētawwū,atawwu,https://www.ebl.lmu.de/dictionary?word=atawwu,,,,
word,e-te-wu-ni,ētawwūni,atawwu,https://www.ebl.lmu.de/dictionary?word=atawwu,,,,
word,lá-ta-wi,lātawwi,atawwu,https://www.ebl.lmu.de/dictionary?word=atawwu,,,,
word,lá-tù-wu,lātuwu,atawwu,https://www.ebl.lmu.de/dictionary?word=atawwu,,,,
word,le-ta-ú,lētawu,atawwu,https://www.ebl.lmu.de/dictionary?word=atawwu,,,,
word,li-ta-wu,lētawu,atawwu,https://www.ebl.lmu.de/dictionary?word=atawwu,,,,
word,li-ta-wu-kum,lētawukum,atawwu,https://www.ebl.lmu.de/dictionary?word=atawwu,,,,
word,li-wu,lēwû,atawwu,https://www.ebl.lmu.de/dictionary?word=atawwu,,,,
word,ni-tù-ú,nētuwu,atawwu,https://www.ebl.lmu.de/dictionary?word=atawwu,,,,
word,ne-tù-ú,nētuwu,atawwu,https://www.ebl.lmu.de/dictionary?word=atawwu,,,,
word,ni-tù-wu-ú,nētuwu,atawwu,https://www.ebl.lmu.de/dictionary?word=atawwu,,,,
word,ne-tù-wu-ú,nētuwu,atawwu,https://www.ebl.lmu.de/dictionary?word=atawwu,,,,
word,né-tù-ú,nētuwu,atawwu,https://www.ebl.lmu.de/dictionary?word=atawwu,,,,
word,ta-ta-wu,tātawu,atawwu,https://www.ebl.lmu.de/dictionary?word=atawwu,,,,
word,ta-ta-wu-a-ni,tātawuāni,atawwu,https://www.ebl.lmu.de/dictionary?word=atawwu,,,,
word,ta-ta-wu-ni,tātawuni,atawwu,https://www.ebl.lmu.de/dictionary?word=atawwu,,,,
word,ta-ta-wu-ma,tātawwuma,atawwu,https://www.ebl.lmu.de/dictionary?word=atawwu,,,,
word,e-ta-ú-ma,ētawwūma,atawwu,https://www.ebl.lmu.de/dictionary?word=atawwu,,,,
word,e-ta-ú-ú,ētawwu,atawwu,https://www.ebl.lmu.de/dictionary?word=atawwu,,,,
word,é-ta-ú,ētawwu,atawwu,https://www.ebl.lmu.de/dictionary?word=atawwu,,,,
word,le-ta-wu,lētawu,atawwu,https://www.ebl.lmu.de/dictionary?word=atawwu,,,,
word,a-ta-wu-ku-ší-na-ma,atawukušinama,atawwu,https://www.ebl.lmu.de/dictionary?word=atawwu,,,,
word,ta-ta-ú-ni,tātawuni,atawwu,https://www.ebl.lmu.de/dictionary?word=atawwu,,,,
word,ta-ta-wu-ú-ni,tātawuni,atawwu,https://www.ebl.lmu.de/dictionary?word=atawwu,,,,
word,e-ta-ú-ú,ētawwū,atawwu,https://www.ebl.lmu.de/dictionary?word=atawwu,,,,
word,é-ta-ú,ētawwū,atawwu,https://www.ebl.lmu.de/dictionary?word=atawwu,,,,
word,li-ta-wu-ku-um,lētawukum,atawwu,https://www.ebl.lmu.de/dictionary?word=atawwu,,,,
word,né-tù-wu-ú,nētuwu,atawwu,https://www.ebl.lmu.de/dictionary?word=atawwu,,,,
word,né-tù-wu,nētuwu,atawwu,https://www.ebl.lmu.de/dictionary?word=atawwu,,,,
word,ni-tù-wu,nētuwu,atawwu,https://www.ebl.lmu.de/dictionary?word=atawwu,,,,
word,e-ta-wu-ma,ētawwūma,atawwu,https://www.ebl.lmu.de/dictionary?word=atawwu,,,,
word,ta-ta-ù-ú,tātawu,atawwu,https://www.ebl.lmu.de/dictionary?word=atawwu,,,,
